FID,FireName,FireNo,Label,StartDate,EndDate,area_ha
17140,Deep Creek,MNC01017,2001-02 Wildfire,17/09/2001,21/09/2001,300.6011473
17141,West Illa-langi,MNC01018,2001-02 Wildfire,20/09/2001,24/09/2001,135.8474352
17142,McGuires Crossing North,MNC01020,2001-02 Wildfire,5/10/2001,8/10/2001,7.13785166
17143,Queens Lake Nature Reserve,MNC01021,2001-02 Wildfire,7/10/2001,15/10/2001,51.36046582
17144,Boot Hill,MNC01023,2001-02 Wildfire,9/10/2001,18/10/2001,11.91089113
17145,Boot Hill,MNC01023,2001-02 Wildfire,9/10/2001,18/10/2001,20.10214862
17146,Boot Hill,MNC01023,2001-02 Wildfire,9/10/2001,18/10/2001,377.3357462
17147,Boot Hill,MNC01023,2001-02 Wildfire,9/10/2001,18/10/2001,1.34243827
17148,Boot Hill,MNC01023,2001-02 Wildfire,9/10/2001,18/10/2001,155.0309381
17149,Boot Hill,MNC01023,2001-02 Wildfire,9/10/2001,18/10/2001,50.74313391
17150,Boot Hill,MNC01023,2001-02 Wildfire,9/10/2001,18/10/2001,5.34328526
17151,Boot Hill,MNC01023,2001-02 Wildfire,9/10/2001,18/10/2001,15.21079192
17152,Boot Hill,MNC01023,2001-02 Wildfire,9/10/2001,18/10/2001,17.53943593
17153,Boot Hill,MNC01023,2001-02 Wildfire,9/10/2001,18/10/2001,10.25870114
17154,Double Head,MNC01024,2001-02 Wildfire,13/10/2001,12/11/2001,1053.874155
17155,Banda Trail,MNC01025,2001-02 Wildfire,13/10/2001,12/11/2001,141.2544091
17156,Banda Trail,MNC01025,2001-02 Wildfire,13/10/2001,12/11/2001,2658.062396
17157,Hat Head Village,MNC01026,2001-02 Wildfire,13/10/2001,17/10/2001,141.6174255
17158,Hat Head Village,MNC01026,2001-02 Wildfire,13/10/2001,17/10/2001,9.87770681
17159,Maria River,MNC01028,2001-02 Wildfire,14/10/2001,25/10/2001,37.87262878
17160,Maria River,MNC01028,2001-02 Wildfire,14/10/2001,25/10/2001,611.696069
17161,Maria River,MNC01028,2001-02 Wildfire,14/10/2001,25/10/2001,1167.660031
17162,Maria River,MNC01028,2001-02 Wildfire,14/10/2001,25/10/2001,0.00033152
17163,Maria River,MNC01028,2001-02 Wildfire,14/10/2001,25/10/2001,2.82355722
17164,Maria River,MNC01028,2001-02 Wildfire,14/10/2001,25/10/2001,90.57296746
17165,Blackbutt Road,MNC01030,2001-02 Wildfire,30/10/2001,7/11/2001,408.0239485
17166,Junction Road,MNC01031,2001-02 Wildfire,31/10/2001,6/11/2001,60.51956552
17167,Rumba Dump,MNC01035,2001-02 Wildfire,3/12/2001,12/12/2001,1.46337077
17168,Banda Banda,MNC01036,2001-02 Wildfire,14/12/2001,2/01/2002,5174.609491
17169,Mckenzies Creek Complex,MNC01038,2001-02 Wildfire,24/12/2001,31/01/2002,1928.649965
17170,Mckenzies Creek Complex,MNC01038,2001-02 Wildfire,24/12/2001,31/01/2002,16017.21895
17171,Richardsons Crossing,MNC01039,2001-02 Wildfire,3/01/2002,14/01/2002,1041.482895
17172,Richardsons Crossing,MNC01039,2001-02 Wildfire,3/01/2002,14/01/2002,141.5368374
17173,Richardsons Crossing,MNC01039,2001-02 Wildfire,3/01/2002,14/01/2002,16.57143297
17174,95.1 Road,MNC01040,2001-02 Wildfire,14/01/2002,31/01/2002,116.5875225
17175,Christmas Bells,MNC01041,2001-02 Wildfire,22/01/2002,29/01/2002,1102.088524
17176,Valorem,NCR01,2001-02 Wildfire,17/03/2002,21/03/2002,228.8668899
17177,Red Root,NCR01,2001-02 Wildfire,18/03/2002,20/03/2002,0.50754899
17178,check this out,NCR01,2001-02 Wildfire,1/01/1970,1/01/1970,0.13271939
17179, ,NCR01,2001-02 Wildfire,,,194.3237585
17180, ,NCR01,2001-02 Wildfire,,,56.90423904
17181,Valla Beach,NCR01001,2001-02 Wildfire,16/08/2001,17/08/2001,0.52292979
17182,Maddens Creek,NCR01003,2001-02 Wildfire,22/09/2001,26/11/2001,61.79924148
17183,Little Georges Creek,NCR01004,2001-02 Wildfire,25/09/2001,26/09/2001,38.49999197
17184,MacKenzies Creek,NCR01005,2001-02 Wildfire,25/09/2001,26/09/2001,76.02044981
17185,Mitchell,NCR01006,2001-02 Wildfire,1/01/1970,12/10/2001,1627.723888
17186,Five Day,NCR01007,2001-02 Wildfire,1/01/1970,8/11/2001,820.2435606
17187,Lyons Road,NCR01008,2001-02 Wildfire,22/10/2001,23/10/2001,78.31154642
17188,Wilkes Road,NCR01009,2001-02 Wildfire,27/10/2001,5/11/2001,2.940506
17189,Wilkes Road,NCR01009,2001-02 Wildfire,27/10/2001,5/11/2001,2.93728425
17190,Wilkes Road,NCR01009,2001-02 Wildfire,27/10/2001,5/11/2001,15.57103368
17191,Anzac Valley,NCR01010,2001-02 Wildfire,1/01/1970,9/10/2001,249.8688773
17192,Diamond Flat,NCR01011,2001-02 Wildfire,1/01/1970,9/11/2001,150.0022671
17193,Valla Beach s - 17,NCR01012,2001-02 Wildfire,3/11/2001,3/11/2001,0.06890677
17194,Valla Beach s - 3,NCR01012,2001-02 Wildfire,21/07/2001,21/07/2001,0.06572658
17195,Valla Beach s - 15,NCR01012,2001-02 Wildfire,1/11/2001,1/11/2001,0.06784681
17196,Valla Beach s - 2,NCR01012,2001-02 Wildfire,21/07/2001,21/07/2001,0.06926026
17197,Valla Beach s - 14,NCR01012,2001-02 Wildfire,21/10/2001,21/10/2001,0.11767181
17198,Valla Beach s - 1,NCR01012,2001-02 Wildfire,15/07/2001,15/07/2001,0.03569036
17199,Valla Beach s - 12,NCR01012,2001-02 Wildfire,8/10/2001,8/10/2001,0.04770488
17200,Valla Beach s - 7,NCR01012,2001-02 Wildfire,11/09/2001,11/09/2001,0.0265026
17201,Valla Beach s -11,NCR01012,2001-02 Wildfire,7/10/2001,7/10/2001,0.07950817
17202,Valla Beach s - 18,NCR01012,2001-02 Wildfire,17/11/2001,17/11/2001,0.10459744
17203,Valla Beach s - 9,NCR01012,2001-02 Wildfire,1/01/1970,1/01/1970,0.04876505
17204,Valla Beach s - 13,NCR01012,2001-02 Wildfire,8/10/2001,8/10/2001,0.04523118
17205,Valla Beach s - 5,NCR01012,2001-02 Wildfire,17/08/2001,17/08/2001,0.04593798
17206,Valla Beach s - 6,NCR01012,2001-02 Wildfire,5/09/2001,5/09/2001,0.09010872
17207,Valla Beach s - 19,NCR01012,2001-02 Wildfire,22/11/2001,22/11/2001,0.12085235
17208,Valla Beach s - 10,NCR01012,2001-02 Wildfire,7/10/2001,7/10/2001,0.05406568
17209,Round Waterholes,NCR01013,2001-02 Wildfire,31/10/2001,14/11/2001,832.9829685
17210,Jagun,NCR01014,2001-02 Wildfire,22/11/2001,22/11/2001,38.82006816
17211,Oyster Creek,NCR01015,2001-02 Wildfire,25/12/2001,25/12/2001,3.06822668
17212,Hawes Knob,NCR01016,2001-02 Wildfire,1/12/2001,23/01/2002,1600.995289
17213,Hawes Knob,NCR01016,2001-02 Wildfire,1/12/2001,23/01/2002,803.4624221
17214,Hawes Knob,NCR01016,2001-02 Wildfire,1/12/2001,23/01/2002,343.1930981
17215,Hawes Knob,NCR01016,2001-02 Wildfire,1/12/2001,23/01/2002,1177.261447
17216,Jobs Mountain,NCR01017,2001-02 Wildfire,11/01/2002,1/02/2002,138.7409569
17217,Iluka Road,NCR01051,2001-02 Wildfire,1/08/2001,1/08/2001,0.01240632
17218,O'Neils,NCR01052,2001-02 Wildfire,17/08/2001,18/08/2001,8.95097035
17219,"Fortis Ck s, Robin Rd Div",NCR01053,2001-02 Wildfire,18/08/2001,22/08/2001,126.5543588
17220,"Fortis Ck s, Junction Ck D",NCR01053,2001-02 Wildfire,18/08/2001,22/08/2001,148.0672351
17221,Steele's,NCR01054,2001-02 Wildfire,20/08/2001,27/08/2001,30.71137997
17222,Steele's,NCR01054,2001-02 Wildfire,20/08/2001,27/08/2001,28.51429799
17223,Steele's,NCR01054,2001-02 Wildfire,20/08/2001,27/08/2001,1888.290615
17224,Grays Road,NCR01055,2001-02 Wildfire,22/08/2001,26/08/2001,336.3726822
17225,Black Creek,NCR01056,2001-02 Wildfire,24/08/2001,27/08/2001,55.15220157
17226,Black Creek,NCR01056,2001-02 Wildfire,24/08/2001,27/08/2001,129.0001126
17227,Wards Point,NCR01057,2001-02 Wildfire,7/10/2001,12/10/2001,627.0337482
17228,Morgans Camp,NCR01058,2001-02 Wildfire,4/10/2001,15/10/2001,17115.76276
17229,Mt Lofty,NCR01059,2001-02 Wildfire,4/10/2001,11/10/2001,394.3594344
17230,Tulpinwood,NCR01060,2001-02 Wildfire,3/10/2001,13/10/2001,193.7208862
17231,Bardool,NCR01061,2001-02 Wildfire,4/10/2001,10/10/2001,844.9268582
17232,Sandon,NCR01062,2001-02 Wildfire,24/10/2001,25/10/2001,5.40413229
17233,Parker Road,NCR01063,2001-02 Wildfire,30/10/2001,12/11/2001,2654.891055
17234,Kookaburra Road,NCR01064,2001-02 Wildfire,30/10/2001,9/11/2001,402.6450992
17235,Nymboi - Binderay,NCR01066,2001-02 Wildfire,26/10/2001,7/11/2001,1479.158331
17236,Byrnes Scrub,NCR01067,2001-02 Wildfire,30/10/2001,9/11/2001,29.60640027
17237,Bosches,NCR01068,2001-02 Wildfire,13/11/2001,21/11/2001,11552.81183
17238,Woodford,NCR01069,2001-02 Wildfire,15/11/2001,20/11/2001,29.57104804
17239,Minnie Water Rd,NCR01070,2001-02 Wildfire,4/12/2001,5/12/2001,1.11950717
17240,Rocky Point,NCR01071,2001-02 Wildfire,5/10/2001,5/10/2001,1.85504882
17241,Sherwood NR,NCR01073,2001-02 Wildfire,24/12/2001,25/12/2001,7.73582423
17242,Blackadder,NCR01075,2001-02 Wildfire,25/12/2001,5/01/2002,3217.451777
17243,Cangai East,NCR01076,2001-02 Wildfire,26/12/2001,1/01/1970,653.2144162
17244,Yellow Cutting/Wells Plot Rd,NCR01077,2001-02 Wildfire,27/12/2001,5/01/2002,304.2498392
17245,Mt Neville,NCR01078,2001-02 Wildfire,28/12/2001,7/01/2002,2741.751283
17246,The Junction,NCR01079,2001-02 Wildfire,1/01/1970,10/01/2002,10.13259422
17247,Reserve Rd,NCR01080,2001-02 Wildfire,19/01/2002,23/01/2002,202.1125446
17248,Mount Marsh,NCR02100,2001-02 Wildfire,20/05/2002,27/05/2002,195.0678509
17249,Boorkoom,NCR02101,2001-02 Wildfire,14/06/2002,15/06/2002,0.31579804
17250,Purgatory Trail,NCR02102,2001-02 Wildfire,23/06/2002,24/06/2002,33.67000986
17251,Red Root Rd South,NCR02108,2001-02 Wildfire,26/03/2002,24/04/2002,32.27801906
17252,Mooball - Williams,NRR01001,2001-02 Wildfire,5/08/2001,7/08/2001,7.63767189
17253,Tooloom Lookout,NRR01002,2001-02 Wildfire,9/08/2001,10/08/2001,24.84446843
17254,Border Loop,NRR01003,2001-02 Wildfire,21/08/2001,22/08/2001,23.17345264
17255,Cudgen,NRR01004,2001-02 Wildfire,25/09/2001,25/09/2001,165.900458
17256,Broadwater Beach,NRR01005,2001-02 Wildfire,3/09/2001,3/09/2001,0.19800231
17257,Bundjalung Crown Reserve,NRR01006,2001-02 Wildfire,15/09/2001,21/09/2001,354.0271629
17258,Bundjalung Crown Reserve,NRR01007,2001-02 Wildfire,21/09/2001,8/10/2001,590.6566283
17259,Mooball (Fernvale Rd),NRR01008,2001-02 Wildfire,24/09/2001,27/09/2001,18.8584095
17260,Ridgeline Road,NRR01009,2001-02 Wildfire,8/09/2001,10/10/2001,1074.731264
17261,Grace Vale,NRR01010,2001-02 Wildfire,7/10/2001,10/10/2001,96.04360926
17262,Oaky Hill,NRR01011,2001-02 Wildfire,7/10/2001,10/10/2001,115.7773015
17263,Vinegar Hill -1st date & ig pt,NRR01012,2001-02 Wildfire,12/10/2001,12/10/2001,2748.366493
17264,Kunghur,NRR01013,2001-02 Wildfire,12/10/2001,16/10/2001,4.01953406
17265,Tunglebung,NRR01014,2001-02 Wildfire,30/10/2001,5/11/2001,118.2431983
17266,Coonoom Creek,NRR01015,2001-02 Wildfire,3/11/2001,5/11/2001,281.0678576
17267,Pintexan,NRR01016,2001-02 Wildfire,12/11/2001,19/11/2001,5072.847171
17268,Jackybulbin,NRR01017,2001-02 Wildfire,24/12/2001,1/01/1970,13384.89017
17269,Serendipity,NRR01017,2001-02 Wildfire,21/12/2001,1/01/1970,21917.35308
17270,Billinudgel,NRR01018,2001-02 Wildfire,21/12/2001,5/01/2002,1.30676809
17271,Billinudgel,NRR01018,2001-02 Wildfire,21/12/2001,5/01/2002,0.40126898
17272,Billinudgel,NRR01018,2001-02 Wildfire,21/12/2001,5/01/2002,123.928504
17273,Billinudgel,NRR01018,2001-02 Wildfire,21/12/2001,5/01/2002,0.19953333
17274,Minyon Falls (WhianWhian),NRR01019,2001-02 Wildfire,25/12/2001,31/12/2001,253.471331
17275,Upper Duck Creek,NRR01020,2001-02 Wildfire,28/12/2001,28/01/2002,142.9775339
17276,Ukerebagh,NRR01021,2001-02 Wildfire,21/12/2001,21/12/2001,11.921656
17277,Glassy Mountain,NRR01022,2001-02 Wildfire,22/12/2001,8/01/2002,596.4022405
17278,Grady's Creek,NRR01025,2001-02 Wildfire,1/01/1970,10/10/2001,436.1130827
17279,Glenbrook,NRR01026,2001-02 Wildfire,19/05/2002,24/05/2002,2.11475707
17280,Glenbrook,NRR01026,2001-02 Wildfire,19/05/2002,24/05/2002,443.1633853
17281,Ewingar,NTR01,2001-02 Wildfire,21/12/2001,6/01/2002,616.3476854
17282,Ewingar,NTR01,2001-02 Wildfire,21/12/2001,6/01/2002,1335.543345
17283, ,NTR01,2001-02 Wildfire,6/11/2001,6/11/2001,8741.163067
17284,Ewingar,NTR01,2001-02 Wildfire,21/12/2001,6/01/2002,64.83204372
17285,Hartley's Creek,NTR01000,2001-02 Wildfire,4/10/2001,1/01/1970,408.7000102
17286,Western Boundary,NTR01001,2001-02 Wildfire,12/08/2001,12/08/2001,9.82604007
17287,Ressurection,NTR01002,2001-02 Wildfire,19/08/2001,20/08/2001,116.7197988
17288,Mosquito Creek,NTR01003,2001-02 Wildfire,21/08/2001,26/08/2001,378.1088815
17289,Sommerville,NTR01004,2001-02 Wildfire,18/09/2001,25/09/2001,75.28075555
17290,Ironbark,NTR01005,2001-02 Wildfire,23/09/2001,2/10/2001,78.88827597
17291,Box Flat Creek,NTR01007,2001-02 Wildfire,29/09/2001,12/10/2001,2488.798453
17292,Cramptons,NTR01008,2001-02 Wildfire,9/10/2001,12/10/2001,843.9826714
17293,Cramptons,NTR01008,2001-02 Wildfire,20/09/2001,12/10/2001,187.1698871
17294,Cramptons,NTR01008,2001-02 Wildfire,1/09/2001,12/10/2001,16.78404877
17295,Cramptons,NTR01008,2001-02 Wildfire,2/10/2001,12/10/2001,98.59217937
17296,Cramptons,NTR01008,2001-02 Wildfire,10/10/2001,12/10/2001,417.7103243
17297,Cramptons,NTR01008,2001-02 Wildfire,20/09/2001,12/10/2001,53.28595863
17298,Middle Creek,NTR01009,2001-02 Wildfire,7/10/2001,11/10/2001,717.0631359
17299,Sugarloaf,NTR01010,2001-02 Wildfire,9/10/2001,11/10/2001,482.9473368
17300,Mt Mackenzie,NTR01012,2001-02 Wildfire,22/10/2001,24/10/2001,38.1876866
17301,Sara River,NTR01013,2001-02 Wildfire,23/10/2001,23/10/2001,234.3426448
17302,Western Boundary Trail/Jeogla,NTR01014,2001-02 Wildfire,29/10/2001,4/11/2001,2650.625952
17303,Walabla Creek,NTR01017,2001-02 Wildfire,29/10/2001,6/11/2001,250.2010152
17304,Middle Bend,NTR01018,2001-02 Wildfire,31/10/2001,6/11/2001,403.7515609
17305,Kennedy,NTR01019,2001-02 Wildfire,30/10/2001,3/11/2001,18.89672196
17306,Kennedy,NTR01019,2001-02 Wildfire,30/10/2001,3/11/2001,70.26843674
17307,Kennedy,NTR01019,2001-02 Wildfire,30/10/2001,3/11/2001,86.74042988
17308,Kwiambal Lemon Tree,NTR01020,2001-02 Wildfire,3/11/2001,4/11/2001,10.71264674
17309,Kwiambal Lemon Tree,NTR01020,2001-02 Wildfire,3/11/2001,4/11/2001,3.5194857
17310,Kwiambal Lemon Tree,NTR01020,2001-02 Wildfire,3/11/2001,4/11/2001,4.92543231
17311,Nine Mile,NTR01021,2001-02 Wildfire,21/12/2001,27/12/2001,28.87998481
17312,Paradise,NTR01024,2001-02 Wildfire,31/12/2001,24/01/2002,7664.767033
17313,Paradise,NTR01024,2001-02 Wildfire,31/12/2001,24/01/2002,1.65185536
17314,Big Mt Spirabo,NTR01025,2001-02 Wildfire,30/12/2001,2/01/2002,3.49067376
17315,Booroolong,NTR01027,2001-02 Wildfire,1/01/1970,20/03/2001,0.87894456
17316,NA,NA,2001-02 Wildfire,2/01/2002,2/01/2002,0.23252122
17317,Tiedeman, ,2001-02 Wildfire,4/10/2001,10/10/2001,1175.472449
17318,Doubletop,MCR02???,2001-02 Wildfire,19/06/2002,19/06/2002,160.2417872
17319,Wilkes Road,NCR01009,2001-02 Wildfire,27/10/2001,5/11/2001,695.4995462
17320,Allens Trail, ,2001-02 Wildfire,29/08/2001,1/01/1970,0.04019981
17321,Lands End, ,2001-02 Wildfire,30/09/2001,1/01/1970,165.9859232
17322,Hyland Park, ,2001-02 Wildfire,8/10/2001,1/01/1970,160.4406488
17323,Forestry Cottage, ,2001-02 Wildfire,9/10/2001,1/01/1970,61.3483411
17324,Madmans Creek, ,2001-02 Wildfire,30/10/2001,1/01/1970,41.33618916
17325,Moogem, ,2001-02 Wildfire,1/11/2001,1/01/1970,11.99459481
17326,Neaves, ,2001-02 Wildfire,24/12/2001,1/01/1970,102.2167492
17327,Broken Spur, ,2001-02 Wildfire,29/12/2001,1/01/1970,284.8510687
17328,Castle Road, ,2001-02 Wildfire,30/12/2001,1/01/1970,4.92299547
17329,Gundarine, ,2001-02 Wildfire,12/02/2002,1/01/1970,1531.571769
17330,Gundarine, ,2001-02 Wildfire,12/01/2002,1/01/1970,35.533693
17331,Taylors Road, ,2001-02 Wildfire,17/08/2001,1/01/1970,10.25139502
17332,Taylors Road, ,2001-02 Wildfire,17/08/2001,1/01/1970,11.2362961
17333,Myrtle, ,2001-02 Wildfire,19/08/2001,1/01/1970,185.7885515
17334,Red Hill Road, ,2001-02 Wildfire,20/08/2001,1/01/1970,67.55440938
17335,Caravan Road, ,2001-02 Wildfire,1/08/2001,1/01/1970,364.5202379
17336,Meatsafe Road, ,2001-02 Wildfire,28/08/2001,1/01/1970,0.39246259
17337,Lawrence Road, ,2001-02 Wildfire,27/09/2001,1/01/1970,90.17720134
17338,Long Gully, ,2001-02 Wildfire,26/09/2001,1/01/1970,946.5947504
17339,Leslie Creek, ,2001-02 Wildfire,6/10/2001,1/01/1970,793.1705729
17340,Leslie Creek, ,2001-02 Wildfire,6/10/2001,1/01/1970,113.8986463
17341,Wine Shop Road, ,2001-02 Wildfire,20/10/2001,1/01/1970,458.300417
17342,Braemar, ,2001-02 Wildfire,19/10/2001,1/01/1970,2.15863905
17343,Sandy Hills, ,2001-02 Wildfire,30/10/2001,1/01/1970,765.3379327
17344,Brumby Plains, ,2001-02 Wildfire,31/10/2001,1/01/1970,64.46205458
17345,Eighteen Mile Road, ,2001-02 Wildfire,8/01/2002,1/01/1970,1.47272718
17346,Glen Gate, ,2001-02 Wildfire,1/08/2001,1/01/1970,0.2217973
17347,Baryulgil, ,2001-02 Wildfire,1/11/2001,1/01/1970,17.49570869
17348, , ,2001-02 Wildfire,1/10/2001,1/10/2001,3.54872069
17349, , ,2001-02 Wildfire,1/10/2001,1/10/2001,5.54459709
17350,Lionsville, ,2001-02 Wildfire,19/11/2001,1/01/1970,71.77571955
17351,Lionsville, ,2001-02 Wildfire,19/11/2001,1/01/1970,183.7489573
17352,Cave Hill, ,2001-02 Wildfire,31/12/2001,1/01/1970,883.1735731
17353,Mangrove Creek, ,2001-02 Wildfire,30/12/2001,1/01/1970,44.02505085
17354,Coffee Creek, ,2001-02 Wildfire,1/12/2001,1/01/1970,431.9979399
17355,Burns Road, ,2001-02 Wildfire,1/10/2001,1/01/1970,119.4221828
17356, , ,2001-02 Wildfire,15/10/2001,15/10/2001,88.03950721
17357,Dam Road, ,2001-02 Wildfire,1/08/2001,1/01/1970,782.6831486
17358,Jessei Smith, ,2001-02 Wildfire,3/10/2001,1/01/1970,667.9196529
17359,Clay Gully, ,2001-02 Wildfire,28/08/2001,1/01/1970,58.64639975
17360,Bog Hole Road, ,2001-02 Wildfire,29/08/2001,1/01/1970,130.9767941
17361,Johnnos, ,2001-02 Wildfire,12/11/2001,1/01/1970,0.27253226
17362,Solferino, ,2001-02 Wildfire,3/10/2001,1/01/1970,943.6758798
17363,Bardool, ,2001-02 Wildfire,27/02/2002,1/01/1970,144.5922068
17364,Matenga Creek, ,2001-02 Wildfire,22/03/2002,1/01/1970,207.7209224
17365,Reunion, ,2001-02 Wildfire,20/02/2002,1/01/1970,1398.990689
17366,Cunglebung Trail, ,2001-02 Wildfire,28/03/2002,1/01/1970,331.2771378
17367,Doyles, ,2001-02 Wildfire,25/03/2002,1/01/1970,264.1164239
17368,Passfields, ,2001-02 Wildfire,26/03/2002,1/01/1970,1.3592189
17369,Corfes, ,2001-02 Wildfire,4/01/2002,1/01/1970,140.3395705
17370, , ,2001-02 Wildfire,27/06/2002,27/06/2002,60.48406752
17371, , ,2001-02 Wildfire,27/06/2002,27/06/2002,15.1692216
17372, , ,2001-02 Wildfire,28/06/2002,28/06/2002,8.04846108
17373, , ,2001-02 Wildfire,28/06/2002,28/06/2002,3.27261925
17374, , ,2001-02 Wildfire,28/06/2002,28/06/2002,3.51312166
17375, , ,2001-02 Wildfire,28/06/2002,28/06/2002,9.80914181
17376, , ,2001-02 Wildfire,28/06/2002,28/06/2002,2.95475369
17377, , ,2001-02 Wildfire,28/06/2002,28/06/2002,2.35568124
17378, , ,2001-02 Wildfire,28/06/2002,28/06/2002,9.96299933
17379, , ,2001-02 Wildfire,28/06/2002,28/06/2002,26.41236508
17380, , ,2001-02 Wildfire,20/05/2002,20/05/2002,50.31816585
17381,Old Burn 10/01, ,2001-02 Wildfire,1/10/2001,1/01/1970,69.58002054
17382,Blacks Flat, ,2001-02 Wildfire,7/12/2001,1/01/1970,637.9471586
17383,Apple Tree Knob, ,2001-02 Wildfire,17/08/2001,1/01/1970,29.82080768
17384,Thumb Creek, ,2001-02 Wildfire,28/12/2001,1/01/1970,86.8405848
17385,Scotchman, ,2001-02 Wildfire,1/11/2001,1/01/1970,4423.658154
17386,Sandpiper, ,2001-02 Wildfire,24/09/2001,1/01/1970,384.7861079
17387,Darkwood,NCR01002,2001-02 Wildfire,22/08/2001,22/08/2001,2037.578451
17388, , ,2001-02 Wildfire,,,1108.173828
17389,Smiths,NTR01030,2001-02 Wildfire,19/05/2002,9/06/2002,211.4435489
17390,Bonnay, ,2001-02 Wildfire,1/01/1970,1/01/1970,47.97882326
17391, ,HG02/035,2001-02 Wildfire,1/07/2001,30/06/2002,1254.511992
17392, ,HM02/067,2001-02 Wildfire,1/07/2001,30/06/2002,612.1386723
17393, ,HM02/068,2001-02 Wildfire,1/07/2001,30/06/2002,198.1621435
17394, ,HM02/058,2001-02 Wildfire,1/01/2002,7/01/2002,1836.101762
17395, ,HB02/012,2001-02 Wildfire,12/09/2001,12/09/2001,80.02883202
17396, ,HB02/042A,2001-02 Wildfire,13/11/2001,19/11/2001,649.9268062
17397, ,?,2001-02 Wildfire,1/07/2001,30/06/2002,18.31876758
17398, ,HM02/061,2001-02 Wildfire,1/07/2001,30/06/2002,14.08442687
17399, ,HB02/034,2001-02 Wildfire,24/10/2001,7/11/2001,2114.261627
17400, ,?,2001-02 Wildfire,1/07/2001,30/06/2002,7.18935923
17401, ,?,2001-02 Wildfire,1/07/2001,30/06/2002,4.4014919
17402, ,HB02/057,2001-02 Wildfire,31/12/2001,19/01/2002,667.4400123
17403, ,HB02/036,2001-02 Wildfire,26/10/2001,1/11/2001,68.76351616
17404, ,HB02/056,2001-02 Wildfire,2/01/2002,19/01/2002,140.3009009
17405, ,HB02/037,2001-02 Wildfire,1/07/2001,30/06/2002,225.6411419
17406, , ,2001-02 Wildfire,6/11/2001,6/11/2001,2.61832899
17407, , ,2001-02 Wildfire,21/10/2001,21/10/2001,2.62826489
17408, , ,2001-02 Wildfire,15/11/2001,15/11/2001,3.32525142
17409, , ,2001-02 Wildfire,17/08/2001,17/08/2001,2.13415457
17410, , ,2001-02 Wildfire,17/08/2001,17/08/2001,0.10313489
17411, , ,2001-02 Wildfire,17/08/2001,17/08/2001,0.0606172
17412, , ,2001-02 Wildfire,17/08/2001,17/08/2001,0.03010463
17413, , ,2001-02 Wildfire,17/08/2001,17/08/2001,0.02761109
17414, , ,2001-02 Wildfire,27/01/2002,27/01/2002,2.66041245
17415, , ,2001-02 Wildfire,15/12/2001,15/12/2001,2.79431666
17416, , ,2001-02 Wildfire,2/01/2002,2/01/2002,0.04635192
17417, , ,2001-02 Wildfire,27/01/2002,27/01/2002,0.0128654
17418, , ,2001-02 Wildfire,27/01/2002,27/01/2002,0.01819534
17419,Dingo Gully,Clarence s44,2001-02 Wildfire,24/10/2001,1/01/1970,648.1636724
17420, , ,2001-02 Wildfire,,,1054.177408
17421,Dingo Flat,NCR02131,2001-02 Wildfire,15/02/2002,25/02/2002,105.0308068
17422,Warra, ,2001-02 Wildfire,1/09/2001,1/01/1970,15.05048512
17423,Valla Beach s - 16 - Jones Roa,NCR01012,2001-02 Wildfire,2/11/2001,2/11/2001,0.0182258
17424,Lavis Lane Fire, ,2001-02 Wildfire,2/01/2002,3/01/2002,758.0892282
20106, , ,2001-02 Wildfire,,,170.5670383
20440, ,HM02/018,2001-02 Wildfire,24/09/2001,24/09/2001,1.33641832
20441, ,HM02/021,2001-02 Wildfire,25/09/2001,19/10/2001,0.17116685
20442, ,HM02/001,2001-02 Wildfire,16/07/2001,16/07/2001,0.07061851
20443, ,HM02/013,2001-02 Wildfire,20/09/2001,20/09/2001,7.21176333
20444, ,HM02/015,2001-02 Wildfire,21/09/2001,24/09/2001,0.33506217
20445, ,HM02/043,2001-02 Wildfire,4/11/2001,6/11/2001,164.872041
20446, ,?,2001-02 Wildfire,1/07/2001,30/06/2002,15.79662564
20447, ,HB02/006,2001-02 Wildfire,22/08/2001,29/08/2001,1.58518214
20448, ,HB02/009,2001-02 Wildfire,26/08/2001,29/08/2001,0.80635639
20449, ,HM02/045,2001-02 Wildfire,5/11/2001,7/11/2001,14.13250209
20450, ,HM02/050,2001-02 Wildfire,20/12/2001,20/12/2001,15.36177037
20451, ,HM02/010,2001-02 Wildfire,2/09/2001,2/09/2001,6.2180711
20452, ,HM02/011,2001-02 Wildfire,9/09/2001,10/09/2001,48.54723469
20453, ,HM02/022,2001-02 Wildfire,27/09/2001,28/09/2001,5.10003173
20454, ,HM02/025,2001-02 Wildfire,1/10/2001,16/10/2001,5.37819283
20455, ,HM02/002,2001-02 Wildfire,7/08/2001,7/08/2001,0.1407116
20456, ,HM02/004,2001-02 Wildfire,19/08/2001,19/08/2001,2.34591287
20457, ,HM02/016,2001-02 Wildfire,22/09/2001,24/09/2001,0.50759302
20458, ,HM02/026,2001-02 Wildfire,29/09/2001,2/10/2001,5.24629378
20459, ,HM02/033,2001-02 Wildfire,29/10/2001,4/11/2001,47.22845185
20460, ,HM02/038,2001-02 Wildfire,30/10/2001,4/11/2001,155.2818076
20461, ,HM02/042,2001-02 Wildfire,4/11/2001,4/11/2001,0.21052315
20462, ,HM02/044,2001-02 Wildfire,5/11/2001,6/11/2001,1.45886292
20463, ,HM02/027,2001-02 Wildfire,8/10/2001,9/10/2001,5.94084997
